age,categorie_age,sexe,milieu,niveau_education,experience,etat_matrimonial,possede_voiture,possede_logement,possede_terrain,socio_pro_group,revenu_annuel,nombre_enfants,charge_parentale,travail_secondaire,colonne_redundante,non_pertinente
64,Âgé,Homme,Urbain,Sans niveau,47,Célibataire,0,0,1,2,38997.1034185924,1,1,1,64,N/A
27,Adulte,Femme,Urbain,Fondamental,5,Marié,0,1,0,6,28393.061410610095,2,1,0,27,N/A
63,Âgé,Homme,Rural,Sans niveau,47,Divorcé,0,1,0,2,32046.330909617318,0,0,0,63,N/A
30,Adulte,Homme,Urbain,Fondamental,6,Marié,1,0,0,5,31851.30287757746,1,0,0,30,N/A
54,Sénior,Homme,Urbain,Sans niveau,36,Marié,0,0,0,5,31743.338815410774,3,0,0,54,N/A
55,Sénior,Femme,Urbain,Sans niveau,33,Célibataire,0,1,0,6,33358.603778403376,0,1,0,55,N/A
41,Sénior,Femme,Urbain,Fondamental,22,Célibataire,1,1,0,2,40147.190439097896,0,0,0,41,N/A
19,Jeune,Femme,Urbain,Fondamental,3,Marié,0,0,0,6,23719.52976317865,5,0,0,19,N/A
39,Adulte,Femme,Urbain,Sans niveau,20,Célibataire,0,0,0,4,30783.439726235847,2,0,0,39,N/A
34,Adulte,Homme,Urbain,Supérieur,11,Célibataire,0,1,0,4,43124.56095388645,0,1,0,34,N/A
53,Sénior,Femme,Urbain,Fondamental,29,Célibataire,0,0,0,2,36233.179989591605,3,0,1,53,N/A
31,Adulte,Femme,Rural,Secondaire,15,Marié,0,1,0,4,27040.33833694509,0,1,0,31,N/A
27,Adulte,Femme,Urbain,Supérieur,4,Célibataire,0,0,0,4,31083.80774136827,5,1,1,27,N/A
52,Sénior,Homme,Urbain,Supérieur,31,None,1,1,0,1,56084.31192277846,5,0,0,52,N/A
42,Sénior,Femme,Urbain,Secondaire,20,Célibataire,0,0,0,2,33182.53532555184,1,0,0,42,N/A
20,Jeune,Homme,Urbain,Sans niveau,3,Célibataire,0,1,0,4,31142.442854041266,4,0,1,20,N/A
64,Âgé,Femme,Rural,Secondaire,47,Marié,0,0,0,2,34162.8532954424,1,0,1,64,N/A
55,Sénior,Femme,Rural,Sans niveau,34,Célibataire,1,0,0,2,23405.389846928738,0,1,0,55,N/A
34,Adulte,Femme,Urbain,None,11,Marié,0,0,1,3,26160.45515099508,1,0,0,34,N/A
29,Adulte,Homme,Urbain,Supérieur,9,Célibataire,0,0,0,3,40759.93976588881,4,1,0,29,N/A
69,Âgé,Homme,Urbain,Sans niveau,53,Marié,0,1,0,3,48858.425082809285,2,1,0,69,N/A
41,Sénior,Homme,Urbain,Secondaire,25,Marié,1,1,0,3,45410.60501544901,3,0,0,41,N/A
46,Sénior,Femme,Urbain,Fondamental,27,Divorcé,0,0,0,3,33560.547525170135,1,1,0,46,N/A
60,Âgé,Femme,Urbain,Sans niveau,41,Marié,1,1,0,4,40511.37261229291,3,1,1,60,N/A
42,Sénior,Femme,Urbain,None,18,Célibataire,1,0,0,4,33116.12118233533,2,1,1,42,N/A
53,Sénior,Homme,Rural,Fondamental,37,Célibataire,1,1,0,4,35265.761442512296,1,0,0,53,N/A
43,Sénior,Homme,Rural,None,20,Marié,0,1,0,4,31434.23765861452,2,0,0,43,N/A
55,Sénior,Homme,Urbain,Fondamental,39,Célibataire,0,0,0,1,40101.66243092064,0,0,0,55,N/A
18,Jeune,Homme,Rural,Fondamental,0,Célibataire,0,0,0,6,15332.397448782218,2,1,0,18,N/A
37,Adulte,Femme,Urbain,Sans niveau,15,Marié,1,0,0,2,30963.12177958188,1,1,0,37,N/A
45,Sénior,Femme,Urbain,Fondamental,26,Divorcé,0,0,0,5,30135.64512711697,0,0,0,45,N/A
33,Adulte,Femme,Urbain,Supérieur,15,Célibataire,0,1,0,6,37831.33390367608,2,0,0,33,N/A
64,Âgé,Homme,Urbain,Sans niveau,46,Marié,0,1,0,2,45136.27861695769,3,0,0,64,N/A
34,Adulte,Homme,Rural,Fondamental,11,Marié,0,0,0,4,18888.658008150902,1,0,1,34,N/A
57,Sénior,Homme,Urbain,Fondamental,36,Marié,0,0,1,4,35636.95216342979,3,0,0,57,N/A
45,Sénior,Femme,Urbain,Fondamental,24,Célibataire,0,1,0,3,33341.852225806084,3,1,0,45,N/A
29,Adulte,Femme,Rural,Fondamental,6,Marié,1,1,0,1,24209.81365708806,3,0,1,29,N/A
44,Sénior,Homme,Urbain,Sans niveau,22,Célibataire,0,0,0,2,34694.23613212948,2,1,0,44,N/A
59,Sénior,Homme,Rural,Secondaire,41,Marié,1,0,0,3,39045.4103649239,2,0,0,59,N/A
64,Âgé,Femme,Urbain,Sans niveau,45,None,1,0,0,6,33012.3391632245,2,0,0,64,N/A
47,Sénior,Femme,Urbain,Secondaire,31,Célibataire,0,1,0,4,,4,1,1,47,N/A
58,Sénior,Homme,Rural,Fondamental,41,Célibataire,1,0,0,6,30833.527904786915,2,0,0,58,N/A
51,Sénior,Femme,Urbain,Supérieur,29,Célibataire,0,0,0,5,42258.71293612884,4,0,0,51,N/A
54,Sénior,Homme,Urbain,Fondamental,35,Célibataire,0,0,0,3,39074.531924219045,4,0,1,54,N/A
23,Jeune,Femme,Rural,Sans niveau,2,Marié,1,1,0,5,21861.225626169704,0,1,1,23,N/A
24,Jeune,Homme,Urbain,Fondamental,4,Marié,0,0,0,5,27565.92303201913,2,1,0,24,N/A
49,Sénior,Homme,Urbain,None,32,Veuf,1,0,0,4,48078.63163574571,1,1,0,49,N/A
49,Sénior,Homme,Urbain,Sans niveau,32,Marié,0,0,0,3,34545.762152628435,3,0,0,49,N/A
42,Sénior,Homme,Urbain,Fondamental,22,Célibataire,0,1,0,6,27600.16674449685,2,1,0,42,N/A
50,Sénior,Homme,Urbain,Secondaire,28,Célibataire,0,1,1,4,49867.429120294255,1,0,1,50,N/A
24,Jeune,Femme,Urbain,Sans niveau,3,Marié,0,1,0,5,27356.214084866322,3,0,0,24,N/A
69,Âgé,Homme,Urbain,Sans niveau,48,None,0,0,0,4,39740.87590216164,3,0,0,69,N/A
29,Adulte,Femme,Urbain,None,13,Célibataire,0,0,0,3,27647.468152180274,5,0,0,29,N/A
33,Adulte,Homme,Rural,Fondamental,15,Célibataire,0,0,0,3,23318.069268338942,1,0,0,33,N/A
33,Adulte,Homme,Urbain,Secondaire,13,Marié,0,1,0,3,43657.47240195684,1,0,0,33,N/A
60,Âgé,Femme,Rural,Fondamental,39,Célibataire,0,1,0,4,27451.160631833773,1,0,0,60,N/A
53,Sénior,Femme,Urbain,Sans niveau,32,Célibataire,1,0,0,5,,0,1,0,53,N/A
30,Adulte,Homme,Urbain,Fondamental,8,Marié,0,1,0,3,35659.0947784886,5,0,0,30,N/A
24,Jeune,Homme,Urbain,Supérieur,5,Marié,1,0,0,4,40639.03327396216,3,0,0,24,N/A
53,Sénior,Femme,Rural,Fondamental,35,Célibataire,1,0,0,5,25195.601308110163,2,1,0,53,N/A
64,Âgé,Homme,Urbain,Sans niveau,42,Marié,0,1,1,4,44509.36214840593,1,0,0,64,N/A
68,Âgé,Femme,Urbain,Sans niveau,45,None,1,0,0,6,39271.12212630423,4,0,0,68,N/A
26,Adulte,Homme,Urbain,Fondamental,9,Célibataire,1,0,0,4,33238.85581175737,1,0,1,26,N/A
49,Sénior,Homme,Urbain,Sans niveau,28,Célibataire,1,1,0,3,40937.562695160144,1,0,1,49,N/A
28,Adulte,Homme,Rural,Fondamental,12,Célibataire,0,0,0,4,,5,0,0,28,N/A
25,Jeune,Femme,Urbain,Supérieur,1,Marié,1,1,0,3,43636.319038247726,2,0,0,25,N/A
50,Sénior,Homme,Urbain,Secondaire,28,Marié,0,1,0,4,42505.41324947974,2,0,0,50,N/A
40,Sénior,Homme,Urbain,Fondamental,17,Célibataire,0,0,0,6,33271.21201594648,1,1,0,40,N/A
42,Sénior,Femme,Rural,Supérieur,23,Marié,1,0,0,5,34493.47352340276,0,0,0,42,N/A
25,Jeune,Femme,Rural,Fondamental,2,Célibataire,0,0,0,5,20361.62561719389,3,0,0,25,N/A
62,Âgé,Homme,Urbain,Secondaire,39,Divorcé,0,0,0,5,42291.45209561945,0,0,0,62,N/A
39,Adulte,Femme,Urbain,Sans niveau,16,Marié,0,0,0,4,32301.206091545922,0,0,0,39,N/A
21,Jeune,Femme,Urbain,Sans niveau,1,Marié,0,1,0,1,,3,1,1,21,N/A
57,Sénior,Homme,Urbain,Supérieur,33,Divorcé,0,0,0,5,,2,0,1,57,N/A
20,Jeune,Homme,Urbain,Sans niveau,1,None,0,0,0,1,23296.70047257364,3,1,1,20,N/A
46,Sénior,Femme,Rural,Fondamental,28,Marié,1,1,0,5,28046.445452143184,5,0,0,46,N/A
58,Sénior,Homme,Urbain,Sans niveau,35,Divorcé,1,1,0,4,40952.8866895188,1,1,0,58,N/A
46,Sénior,Homme,Urbain,Secondaire,24,Marié,0,1,0,5,43637.60279048477,2,0,0,46,N/A
51,Sénior,Femme,Urbain,Fondamental,29,Célibataire,0,0,0,4,36071.610073954245,1,0,0,51,N/A
51,Sénior,Homme,Rural,Secondaire,30,Marié,1,0,0,2,34190.36682165935,1,0,0,51,N/A
45,Sénior,Femme,Urbain,Secondaire,28,Marié,0,0,0,5,31811.090890675212,0,0,0,45,N/A
30,Adulte,Homme,Rural,Sans niveau,9,None,1,1,1,4,35411.811281532384,3,1,0,30,N/A
32,Adulte,Homme,Urbain,Fondamental,13,None,0,0,1,6,29350.551322724554,0,1,1,32,N/A
40,Sénior,Homme,Urbain,Supérieur,20,Célibataire,0,1,1,4,47663.96851761664,2,1,0,40,N/A
61,Âgé,Homme,Rural,Fondamental,41,Marié,0,1,0,2,40791.36781606875,2,1,1,61,N/A
43,Sénior,Femme,Rural,Fondamental,20,Marié,0,0,0,3,23175.14559621716,3,0,0,43,N/A
21,Jeune,Femme,Urbain,Sans niveau,1,Marié,1,0,0,3,23977.723346963296,1,1,1,21,N/A
43,Sénior,Homme,Urbain,Fondamental,20,Marié,0,0,1,6,32567.55724880964,2,0,0,43,N/A
57,Sénior,Femme,Urbain,Supérieur,33,Marié,1,0,0,4,45084.05329053391,1,0,0,57,N/A
26,Adulte,Homme,Urbain,Supérieur,3,Marié,0,0,0,4,35226.177875027715,2,0,0,26,N/A
22,Jeune,Homme,Urbain,Secondaire,5,Divorcé,0,1,0,6,32216.93337612761,2,0,0,22,N/A
49,Sénior,Homme,Urbain,Fondamental,30,Célibataire,0,1,0,4,41368.50775549086,2,0,0,49,N/A
37,Adulte,Homme,Urbain,Secondaire,14,Marié,0,1,0,4,39913.08556049021,1,1,0,37,N/A
67,Âgé,Femme,Urbain,Fondamental,47,Marié,0,1,0,5,37410.19371341513,4,0,1,67,N/A
28,Adulte,Homme,Urbain,Fondamental,11,Marié,0,1,0,4,28090.059217929906,2,0,0,28,N/A
32,Adulte,Homme,Rural,Secondaire,10,Marié,0,1,0,3,26881.744398360315,3,0,0,32,N/A
49,Sénior,Homme,Urbain,Sans niveau,28,None,0,1,0,2,41498.22006591351,3,1,1,49,N/A
45,Sénior,Femme,Urbain,Fondamental,29,Veuf,1,0,0,3,34039.34457013349,3,1,0,45,N/A
39,Adulte,Femme,Rural,Secondaire,15,Célibataire,0,0,0,4,22526.446691050467,2,0,0,39,N/A
58,Sénior,Femme,Urbain,None,40,Marié,1,1,1,3,49862.727150550454,4,0,0,58,N/A
34,Adulte,Homme,Urbain,Sans niveau,16,Veuf,0,0,0,6,23077.543182186884,2,0,0,34,N/A
43,Sénior,Femme,Urbain,Fondamental,19,Célibataire,1,0,0,2,41900.52071159965,1,1,0,43,N/A
61,Âgé,Homme,Rural,Fondamental,38,Marié,1,1,0,1,33519.06874403045,0,0,0,61,N/A
24,Jeune,Homme,Urbain,Secondaire,8,Marié,0,1,0,5,31435.348294687727,1,1,0,24,N/A
59,Sénior,Femme,Urbain,Fondamental,40,Divorcé,1,1,0,6,41798.37567160099,1,0,1,59,N/A
43,Sénior,Homme,Urbain,Fondamental,26,Célibataire,1,1,0,3,,1,0,1,43,N/A
42,Sénior,Homme,Urbain,Secondaire,20,Célibataire,0,1,0,1,43890.26142444627,4,0,0,42,N/A
27,Adulte,Homme,Urbain,Fondamental,3,Marié,0,1,0,4,34444.120997635444,1,0,1,27,N/A
62,Âgé,Homme,Urbain,Fondamental,43,Célibataire,0,0,0,2,41036.00080969915,2,0,0,62,N/A
36,Adulte,Homme,Urbain,Sans niveau,19,Marié,1,1,0,5,34274.45578115991,4,0,0,36,N/A
28,Adulte,Homme,Rural,Fondamental,8,Marié,0,0,0,1,24470.25943617497,3,0,0,28,N/A
30,Adulte,Homme,Urbain,Secondaire,12,Marié,0,0,1,3,40657.261992629574,3,0,0,30,N/A
25,Jeune,Femme,Urbain,Fondamental,3,Marié,1,0,1,6,25234.604530511748,0,1,0,25,N/A
57,Sénior,Femme,Rural,Sans niveau,35,Divorcé,0,0,0,4,20395.996406109814,0,0,0,57,N/A
21,Jeune,Femme,Rural,Secondaire,1,Veuf,0,1,0,4,28196.406120201736,1,1,0,21,N/A
64,Âgé,Femme,Urbain,Fondamental,45,Marié,0,0,0,2,41016.38751522181,4,1,0,64,N/A
48,Sénior,Femme,Rural,Supérieur,24,Marié,0,0,0,2,29038.735518152276,2,0,1,48,N/A
45,Sénior,Homme,Urbain,Secondaire,27,Divorcé,0,0,0,3,38168.90207776477,2,0,0,45,N/A
28,Adulte,Homme,Urbain,None,6,Marié,0,1,0,4,35185.686580560905,1,1,0,28,N/A
60,Âgé,Femme,Urbain,Supérieur,42,Divorcé,0,0,0,6,36100.202326663464,4,0,1,60,N/A
18,Jeune,Homme,Rural,Sans niveau,0,None,1,0,0,2,21799.96737641899,5,1,0,18,N/A
66,Âgé,Homme,Rural,Fondamental,49,None,0,0,0,3,30394.83582355403,3,1,0,66,N/A
64,Âgé,Homme,Rural,Sans niveau,45,Marié,0,1,0,2,33549.82272548191,1,1,0,64,N/A
69,Âgé,Femme,Urbain,Sans niveau,52,Célibataire,1,0,1,2,39494.17565947288,0,0,1,69,N/A
55,Sénior,Femme,Rural,Sans niveau,34,Marié,1,0,0,5,27123.463408798794,4,0,0,55,N/A
41,Sénior,Homme,Urbain,Sans niveau,21,Célibataire,0,0,0,4,30771.620939395052,2,0,1,41,N/A
64,Âgé,Homme,Rural,Secondaire,40,Divorcé,0,0,0,5,31027.90708212688,0,1,0,64,N/A
48,Sénior,Femme,Urbain,Fondamental,27,Marié,1,0,0,2,43337.86705560569,1,0,1,48,N/A
58,Sénior,Homme,Urbain,Sans niveau,36,Célibataire,0,1,0,4,45040.01271022831,1,0,0,58,N/A
63,Âgé,Homme,Rural,Sans niveau,45,Célibataire,0,1,0,1,34139.984475157806,2,0,1,63,N/A
67,Âgé,Homme,Urbain,Sans niveau,43,Célibataire,0,0,0,5,34537.01710885543,0,1,0,67,N/A
43,Sénior,Femme,Urbain,Sans niveau,25,Marié,1,0,0,3,34876.29076503109,2,0,1,43,N/A
66,Âgé,Homme,Urbain,Secondaire,49,Célibataire,0,1,0,5,46847.105599093695,1,0,0,66,N/A
67,Âgé,Homme,Rural,Sans niveau,48,Célibataire,1,0,1,4,35911.481334920776,1,1,0,67,N/A
22,Jeune,Homme,Urbain,Supérieur,4,Marié,0,0,0,4,34153.0924287765,4,0,0,22,N/A
37,Adulte,Femme,Urbain,Sans niveau,16,Célibataire,1,1,0,2,38545.94287166846,0,0,0,37,N/A
69,Âgé,Femme,Urbain,None,47,None,1,0,0,4,48273.77615965395,3,0,1,69,N/A
58,Sénior,Homme,Urbain,Secondaire,41,Divorcé,1,0,1,5,48316.6783051714,1,0,0,58,N/A
28,Adulte,Femme,Rural,Sans niveau,8,Célibataire,0,1,0,4,25043.419323263133,2,0,0,28,N/A
50,Sénior,Homme,Rural,Fondamental,32,Célibataire,1,0,0,4,25814.13825069715,1,0,0,50,N/A
67,Âgé,Homme,Rural,Fondamental,49,Marié,0,0,0,2,35518.0724476203,2,0,1,67,N/A
55,Sénior,Femme,Urbain,Sans niveau,36,Célibataire,0,0,0,2,31781.397959723123,0,0,0,55,N/A
44,Sénior,Homme,Rural,None,20,Divorcé,0,1,0,4,22686.352431336636,2,0,0,44,N/A
51,Sénior,Homme,Urbain,None,35,Divorcé,0,1,1,3,48446.45478214881,4,1,0,51,N/A
32,Adulte,Homme,Urbain,Secondaire,11,Marié,0,0,0,3,,0,0,0,32,N/A
49,Sénior,Femme,Rural,Sans niveau,33,Marié,1,0,1,2,29852.806843980048,2,1,1,49,N/A
38,Adulte,Femme,Rural,Secondaire,20,Célibataire,0,0,0,4,19946.75208406631,4,0,0,38,N/A
63,Âgé,Femme,Urbain,Secondaire,43,Veuf,1,0,0,4,38436.94916276276,1,0,1,63,N/A
22,Jeune,Femme,Rural,Fondamental,3,Célibataire,0,1,0,5,21571.937219243355,2,1,0,22,N/A
23,Jeune,Femme,Rural,Sans niveau,7,Divorcé,1,0,0,3,19418.596702207793,0,1,0,23,N/A
55,Sénior,Homme,Rural,Fondamental,39,Célibataire,1,0,0,5,24002.66856857142,1,1,1,55,N/A
39,Adulte,Femme,Rural,Fondamental,16,None,0,0,0,3,19450.359816945765,3,0,0,39,N/A
35,Adulte,Femme,Urbain,Supérieur,14,Célibataire,0,0,0,6,33431.63459430725,3,0,0,35,N/A
31,Adulte,Homme,Rural,Supérieur,15,Veuf,1,1,0,5,37968.132854205265,4,1,0,31,N/A
27,Adulte,Homme,Urbain,Sans niveau,4,Marié,0,1,0,4,,4,0,0,27,N/A
63,Âgé,Homme,Urbain,Sans niveau,39,Célibataire,0,0,0,4,40087.16722010964,2,0,0,63,N/A
30,Adulte,Femme,Urbain,Secondaire,13,Marié,1,0,0,3,33281.91930417146,4,0,0,30,N/A
48,Sénior,Homme,Rural,Sans niveau,28,Veuf,1,0,0,6,23993.172613927432,3,0,1,48,N/A
47,Sénior,Homme,Rural,Sans niveau,24,Célibataire,1,1,1,3,39676.44608462326,3,0,0,47,N/A
20,Jeune,Homme,Rural,Supérieur,4,Célibataire,0,1,0,3,35700.33894857702,1,1,1,20,N/A
47,Sénior,Homme,Urbain,Fondamental,24,Marié,0,0,0,4,34309.2819453404,2,0,0,47,N/A
23,Jeune,Femme,Urbain,Secondaire,3,Célibataire,0,0,0,2,28244.167889991943,4,0,0,23,N/A
46,Sénior,Homme,Rural,Sans niveau,30,Marié,1,0,0,4,30052.658071191458,6,1,0,46,N/A
25,Jeune,Homme,Rural,None,2,Divorcé,0,0,0,6,23122.243272458196,3,1,0,25,N/A
61,Âgé,Femme,Rural,Secondaire,43,Divorcé,0,0,0,3,31875.90775600401,6,0,0,61,N/A
62,Âgé,Femme,Urbain,None,39,Célibataire,0,1,0,4,37588.01936774056,1,1,0,62,N/A
60,Âgé,Homme,Rural,Fondamental,37,Veuf,0,0,0,4,32485.41359463614,2,1,0,60,N/A
61,Âgé,Homme,Urbain,Sans niveau,40,Célibataire,0,0,0,6,30138.72223043644,2,0,0,61,N/A
50,Sénior,Femme,Rural,Sans niveau,34,Célibataire,0,0,0,6,15775.191167732479,2,0,0,50,N/A
34,Adulte,Homme,Urbain,Secondaire,11,Célibataire,1,0,0,5,38409.027611545476,0,0,0,34,N/A
65,Âgé,Femme,Urbain,Secondaire,47,Divorcé,1,0,0,3,44298.61574771461,3,0,0,65,N/A
28,Adulte,Homme,Rural,Sans niveau,5,Célibataire,0,1,0,3,20647.565278376856,3,1,0,28,N/A
30,Adulte,Homme,Urbain,Fondamental,7,Divorcé,0,0,0,6,25771.20952695919,0,0,0,30,N/A
67,Âgé,Homme,Urbain,Sans niveau,48,Marié,0,0,1,3,43602.88181596463,2,1,0,67,N/A
28,Adulte,Homme,Urbain,Sans niveau,8,Célibataire,0,1,0,6,27188.295360544278,1,0,0,28,N/A
48,Sénior,Femme,Urbain,Fondamental,30,Célibataire,1,0,0,4,35795.0558802794,1,0,0,48,N/A
45,Sénior,Femme,Urbain,None,24,Marié,1,0,0,3,36927.55073414497,1,1,1,45,N/A
61,Âgé,Femme,Urbain,Fondamental,43,Marié,1,1,0,5,44790.81335724358,2,1,0,61,N/A
23,Jeune,Femme,Urbain,Secondaire,1,Marié,1,1,0,4,37514.897887346226,3,0,0,23,N/A
58,Sénior,Femme,Urbain,Supérieur,42,Célibataire,1,0,0,5,42711.15898268799,1,0,1,58,N/A
33,Adulte,Femme,Urbain,Fondamental,12,Marié,0,0,0,5,,0,0,0,33,N/A
21,Jeune,Femme,Urbain,Fondamental,0,Célibataire,0,0,0,6,27708.17830686531,1,0,0,21,N/A
52,Sénior,Homme,Urbain,Sans niveau,32,Marié,1,0,0,5,34788.53946026561,1,0,0,52,N/A
65,Âgé,Homme,Urbain,Secondaire,47,Divorcé,1,1,1,6,53972.10387226507,4,1,0,65,N/A
43,Sénior,Femme,Rural,Secondaire,19,Célibataire,0,1,0,4,21214.55164323581,1,0,0,43,N/A
29,Adulte,Femme,Rural,Secondaire,9,None,0,0,0,5,18411.8215736788,4,0,0,29,N/A
28,Adulte,Femme,Rural,Fondamental,8,Marié,1,1,0,3,26161.33473526805,2,0,0,28,N/A
54,Sénior,Femme,Urbain,Fondamental,35,Célibataire,1,0,0,4,36672.73006052848,2,0,0,54,N/A
42,Sénior,Homme,Urbain,Sans niveau,24,Célibataire,0,1,0,6,30409.665451508823,2,0,1,42,N/A
35,Adulte,Femme,Urbain,Secondaire,15,Marié,0,0,1,4,37388.67673249826,2,1,0,35,N/A
36,Adulte,Femme,Rural,Secondaire,16,Célibataire,1,0,1,6,26182.4518579947,1,0,0,36,N/A
40,Sénior,Homme,Urbain,Supérieur,19,Marié,0,1,0,4,48725.352483386276,1,0,1,40,N/A
55,Sénior,Femme,Urbain,Fondamental,38,Marié,0,0,0,2,173242.64524241688,2,1,0,55,N/A
35,Adulte,Homme,Rural,Secondaire,18,Marié,1,1,0,5,33892.283786800275,2,1,0,35,N/A
43,Sénior,Femme,Rural,Fondamental,26,Célibataire,0,1,1,3,31189.75498488022,0,1,0,43,N/A
23,Jeune,Femme,Rural,Secondaire,6,Divorcé,0,1,0,3,24339.456142742467,1,0,0,23,N/A
21,Jeune,Homme,Rural,Fondamental,3,Célibataire,0,0,0,6,20480.92715642311,0,0,0,21,N/A
61,Âgé,Homme,Urbain,Fondamental,43,Célibataire,0,0,0,6,33154.07212014517,4,1,0,61,N/A
68,Âgé,Homme,Rural,Sans niveau,50,Célibataire,0,1,0,3,33563.98441130976,1,1,0,68,N/A
46,Sénior,Homme,Rural,Secondaire,30,Célibataire,0,0,0,2,28889.763505259678,5,1,1,46,N/A
51,Sénior,Homme,Rural,Secondaire,32,Célibataire,0,1,0,4,39975.26327900028,2,0,0,51,N/A
34,Adulte,Homme,Urbain,Fondamental,16,Marié,1,1,0,6,38931.61172073823,1,1,0,34,N/A
60,Âgé,Femme,Urbain,Fondamental,44,Célibataire,1,1,0,3,44565.597985679495,2,1,0,60,N/A
60,Âgé,Homme,Urbain,Fondamental,36,Célibataire,1,0,0,2,39544.20011387843,1,0,0,60,N/A
33,Adulte,Homme,Urbain,Fondamental,15,Marié,0,0,0,3,30537.0897344353,2,0,0,33,N/A
19,Jeune,Femme,Urbain,Fondamental,3,Marié,0,0,0,5,25020.527606058185,1,0,0,19,N/A
51,Sénior,Femme,Urbain,Fondamental,29,Marié,1,0,0,2,41901.87480188114,1,1,0,51,N/A
25,Jeune,Femme,Urbain,Sans niveau,4,Divorcé,0,0,0,5,23150.440382122397,0,1,0,25,N/A
30,Adulte,Femme,Urbain,Fondamental,10,Célibataire,0,0,0,5,28909.88621545233,3,0,0,30,N/A
59,Sénior,Homme,Urbain,Sans niveau,37,None,0,0,0,5,31950.499549484906,2,0,0,59,N/A
25,Jeune,Homme,Urbain,Secondaire,3,Célibataire,0,1,0,5,34673.710466051314,3,0,0,25,N/A
47,Sénior,Homme,Urbain,Secondaire,25,Célibataire,0,1,0,1,47364.9321275018,2,1,1,47,N/A
49,Sénior,Femme,Urbain,Fondamental,33,Marié,1,0,0,1,44905.171604822775,2,0,0,49,N/A
53,Sénior,Homme,Rural,Fondamental,31,Marié,0,1,0,1,33803.14981803807,2,1,0,53,N/A
64,Âgé,Femme,Urbain,Fondamental,47,Marié,0,1,0,5,40775.33887015681,2,0,0,64,N/A
47,Sénior,Homme,Urbain,Sans niveau,30,Marié,0,0,0,2,34838.890356747484,3,1,0,47,N/A
18,Jeune,Homme,Urbain,Secondaire,0,Marié,0,1,0,5,32530.672034740703,3,1,0,18,N/A
60,Âgé,Femme,Urbain,Secondaire,39,Marié,0,0,0,5,38091.5788634721,2,1,1,60,N/A
56,Sénior,Femme,Urbain,Fondamental,37,Marié,0,0,1,4,32428.955235759677,3,0,0,56,N/A
34,Adulte,Homme,Rural,Fondamental,15,Célibataire,1,0,0,3,33325.82504085449,3,0,0,34,N/A
37,Adulte,Homme,Urbain,Sans niveau,19,Célibataire,0,0,0,6,32701.421509038722,1,1,0,37,N/A
41,Sénior,Homme,Urbain,Sans niveau,17,Marié,0,1,0,4,34046.746584771805,1,0,0,41,N/A
67,Âgé,Homme,Urbain,Fondamental,47,Marié,1,1,0,1,51827.772315573064,2,0,0,67,N/A
39,Adulte,Femme,Rural,Secondaire,23,Divorcé,0,1,0,6,28082.67815253324,4,1,0,39,N/A
46,Sénior,Homme,Urbain,Secondaire,25,Marié,0,1,0,2,49534.83187779822,1,1,0,46,N/A
39,Adulte,Homme,Urbain,Sans niveau,17,Marié,0,0,0,5,29191.882573541265,2,0,0,39,N/A
61,Âgé,Femme,Urbain,Sans niveau,41,Marié,0,1,1,3,,2,0,0,61,N/A
26,Adulte,Homme,Rural,Secondaire,7,Marié,1,0,0,4,28627.570629827875,3,1,1,26,N/A
54,Sénior,Homme,Rural,Secondaire,33,Marié,0,0,0,6,29878.633072841272,3,1,0,54,N/A
27,Adulte,Homme,Urbain,Sans niveau,7,None,0,1,0,4,33282.1571504213,1,0,0,27,N/A
53,Sénior,Homme,Urbain,Secondaire,30,Marié,0,0,0,4,36369.853796593074,0,0,0,53,N/A
54,Sénior,Homme,Urbain,Fondamental,37,Marié,1,0,0,2,37556.669595840955,4,0,0,54,N/A
45,Sénior,Femme,Urbain,Sans niveau,22,Célibataire,0,1,0,4,34229.63969288804,2,1,0,45,N/A
45,Sénior,Femme,Urbain,Sans niveau,27,Marié,0,1,0,4,37179.93810818473,0,0,0,45,N/A
59,Sénior,Homme,Urbain,Secondaire,35,Marié,0,0,0,3,37418.84307371959,0,1,0,59,N/A
60,Âgé,Femme,Urbain,Fondamental,42,Marié,1,0,0,3,35149.18532511485,3,0,0,60,N/A
38,Adulte,Homme,Urbain,Fondamental,22,Marié,0,1,0,2,40797.58641404868,0,0,0,38,N/A
41,Sénior,Homme,Urbain,Sans niveau,24,Divorcé,0,0,0,5,30209.973171455615,2,0,0,41,N/A
59,Sénior,Femme,Urbain,Secondaire,38,Célibataire,0,0,0,3,37635.622076761094,5,0,0,59,N/A
57,Sénior,Homme,Rural,Sans niveau,39,Célibataire,1,1,1,4,34260.21784832771,3,0,1,57,N/A
19,Jeune,Homme,Rural,Secondaire,3,Marié,0,0,0,5,19361.856394233568,2,0,0,19,N/A
25,Jeune,Femme,Urbain,Fondamental,3,Marié,0,1,0,4,31196.771523197694,3,1,0,25,N/A
65,Âgé,Homme,Urbain,Sans niveau,44,Marié,0,0,0,2,44483.812888235276,1,0,0,65,N/A
44,Sénior,Homme,Urbain,Fondamental,25,Célibataire,1,1,0,4,45606.48063470736,4,0,0,44,N/A
39,Adulte,Femme,Urbain,Fondamental,18,Marié,0,0,0,6,30124.71911306341,1,0,0,39,N/A
54,Sénior,Femme,Urbain,Fondamental,30,Célibataire,1,0,0,2,36854.263070317465,2,1,1,54,N/A
